,drug_name
9160,Levonorgestrel
9161,Levophed
9162,Levophed Bitartrate
9163,Levoprome
9164,Levora
9165,Levorphanol
9166,Levotabs
9167,Levotec
9168,Levothroid
9169,Levothyrox
9170,Levothyroxine
9171,Levoxyl
9172,Levrix
9173,Levsin
9174,Levsin SL
9175,Levsinex
9176,Levsinex SR
9177,Levulan Kerastick
9178,Lexapro
9179,Lexette
9180,Lexiscan
9181,Lexiva
9182,Lexixryl
9183,Lexuss 210
9184,Lexxel
9185,LGG
9186,Lialda
9187,Liberate
9188,Liberim D
9189,Librax
9190,Libritabs
9191,Librium
9192,Libtayo
9193,Licart
9194,Lice Bedding Spray
9195,Lice Treatment
9196,Lice Treatment Maximum Strength
9197,Lice-X Liquid
9198,Licide
9199,Licon
9200,LidAll
9201,LidaMantle
9202,LidaMantle HC
9203,LidaMantle HC Relief
9204,Lidazone HC
9205,Lidenza Patch
9206,Lidex
9207,Lidex-E
9208,Lido-K
9209,Lido-Sorb
9210,Lidocaine
9211,Lidocaine ophthalmic
9212,Lidocaine topical
9213,Lidocaine Viscous
9214,Lidocaine / menthol topical
9215,Lidocaine / prilocaine topical
9216,Lidocaine / tetracaine topical
9217,Lidocort
9218,Lidocream
9219,Lidoderm
9220,Lidodextrapine
9221,Lidoject 1
9222,Lidoject 2
9223,Lidomar
9224,Lidopac
9225,LidoPatch
9226,Lidopin
9227,Lidopril
9228,Lidopril XR
9229,LidoPro
9230,Lidorex
9231,LidoRx
9232,LidoRxKit
9233,Lidosense 5
9234,LidoSite
9235,LidoStream
9236,Lidothol
9237,Lidotrans 5 Pak
9238,Lidovex
9239,Lidozion
9240,Lidozol
9241,Lifitegrast ophthalmic
9242,"Light Mineral Oil, Topical"
9243,Lignospan
9244,Lignospan Forte
9245,Liletta
9246,Lillow
9247,Limbitrol
9248,Limbitrol DS
9249,Limbrel
9250,Limencin
9251,Limencin Patch
9252,Linaclotide
9253,Linagliptin
9254,Linagliptin / metformin
9255,Lincocin
9256,Lincomycin
9257,Lincorex
9258,Lindane topical
9259,Linezolid
9260,Linhist-LA
9261,Linotar
9262,Linotar Gel 2
9263,Linotar Gel 3
9264,Linzess
9265,Lioresal
9266,Lioresal Intrathecal
9267,Liothyronine
9268,Liotrix
9269,Lipidil EZ
9270,Lipidil Micro
9271,Lipidil Supra
9272,Lipiodol
9273,Lipiodol Ultra-Fluide
9274,Lipitor
9275,Lipodox
9276,Lipodox 50
9277,Lipofen
9278,Lipoflavonoid
9279,Lipoflavovit
9280,Lipogen
9281,Liponol
9282,Liposyn II
9283,Liposyn III
9284,Lipotriad
9285,Lipram
9286,Lipram UL
9287,Lipram-CR
9288,Lipram-CR10
9289,Lipram-CR20
9290,Lipram-CR5
9291,Lipram-PN10
9292,Lipram-PN16
9293,Lipram-PN20
9294,Lipram-UL 12
9295,Lipram-UL 18
9296,Lipram-UL 20
9297,LiproZonePak
9298,Lipsovir
9299,Liptruzet
9300,LiQ-10
9301,LiQsorb
9302,Liqua-Gel
9303,Liquadd
9304,Liqufruta Garlic Cough Medicine
9305,Liqui Doss
9306,Liqui-Allergy
9307,Liqui-Char
9308,Liqui-Char with Sorbitol
9309,Liqui-Coat HD
9310,Liqui-Dual Citra
9311,Liqui-Flur
9312,Liquibid
9313,Liquibid D-R
9314,Liquibid PD-R
9315,Liquibid-D
9316,Liquibid-D 1200
9317,Liquibid-PD
9318,Liquicet
9319,Liquicough DM
9320,Liquicough HC
9321,Liquid Barosperse
9322,Liquid Co-Q10
9323,Liquid E-Z Paque
9324,Liquid IV Lemon Lime
9325,Liquid IV Strawberry
9326,Liquid IV Tangerine
9327,Liquid PedvaxHIB
9328,Liquid Polibar
9329,Liquid Polibar Plus
9330,Liquid Pred
9331,Liquidbid 1200
9332,Liquidbid LA
9333,Liquifilm Forte
9334,Liquifilm Tears
9335,Liquilube Tears
9336,Liquimat Light
9337,Liquimat Medium
9338,Liquiphed DM
9339,LiquiPrep
9340,Liquiprin
9341,Liquitears
9342,Liquituss GG
9343,Liquituss HD
9344,Liquituss R-DM
9345,Liquitussin HC Syrup
9346,Liraglutide
9347,Lisdexamfetamine
9348,Lisinopril
9349,Lisocabtagene maraleucel
9350,Litecoat Aspirin
9351,Lithium
9352,Lithium Carbonate ER
9353,Lithobid
9354,Lithonate
9355,Lithostat
9356,Lithotabs
9357,Little Bottoms Daily Care Spray
9358,Little Colds Decongestant
9359,Little Colds Decongestant / Cough
9360,Little Colds Multi-Symptom
9361,Little Fevers
9362,Little Noses
9363,Little Noses Decongestant
9364,Little Tummys
9365,Little Tummys Laxative Drops
9366,Little Tummys Nausea Relief
9367,Livalo
9368,Livitrinsic-F
9369,Livixil Pak
9370,Livmarli
9371,Livostin
9372,Lixisenatide
9373,Lloydspharmacy Dry Adult Cough
9374,Lloydspharmacy Expectorant Adult Cough
9375,Lloydspharmacy Expectorant Junior Cough
9376,Lloydspharmacy Paracetamol Infant
9377,Lloydspharmacy Paracetamol Six Plus
9378,LMD with 0.9% Sodium Chloride
9379,LMD with 5% Dextrose
9380,LMX 4
9381,LMX 4 with Tegaderm
9382,LMX 5
9383,LMX Plus
9384,Lo Loestrin Fe
9385,Lo Minastrin Fe
9386,Lo Simpesse
9387,Lo-Aqua
9388,Lo-Malmorede
9389,Lo-Zumandimine
9390,Lo / Ovral
9391,Lo / Ovral-28
9392,Lobac
9393,Lobana Derm-Ade
9394,Lobana Peri-Garde
9395,LOCABIOTAL
9396,Locholest
9397,Locholest Light
9398,Locoid
9399,Locoid Lipocream
9400,LoCort
9401,Lodine
9402,Lodine XL
9403,Lodocort Aloe
9404,Lodosyn
9405,Lodoxamide ophthalmic
9406,Lodrane
9407,Lodrane 12 Hour
9408,Lodrane 12D
9409,Lodrane 24
9410,Lodrane 24D
9411,Lodrane D
9412,Lodrane LD
9413,Lodrane Liquid
9414,Lodrane XR
9415,Loestrin 21 1.5 / 30
9416,Loestrin 21 1 / 20
9417,Loestrin 24 Fe
9418,Loestrin Fe 1.5 / 30
9419,Loestrin Fe 1 / 20
9420,Lofena
9421,Lofexidine
9422,Lofibra
9423,Logen
9424,Logilia
9425,Lohist
9426,LoHist PEB
9427,LoHist PEB DM
9428,LoHist PSB
9429,LoHist-12
9430,LoHist-12D
9431,LoHist-D
9432,Lohist-DM
9433,LoHist-PD
9434,LoJaimiess
9435,LoKara
9436,Lokelma
9437,Lomaira
9438,Lomanate
9439,Lomedia 24 Fe
9440,Lomefloxacin
9441,Lomitapide
9442,Lomocot
9443,Lomotil
9444,Lomustine
9445,Lonafarnib
9446,Lonapegsomatropin
9447,Loncastuximab tesirine
9448,Lonhala Magnair
9449,Loniten
9450,Lonox
9451,Lonsurf
9452,Loperamide
9453,Loperamide / simethicone
9454,Lopid
9455,Lopinavir / ritonavir
9456,Lopreeza
9457,Lopressor
9458,Lopressor HCT
9459,Loprox
9460,Loprox TS
9461,Lopurin
9462,Loqua
9463,Lorabid
9464,Lorabid Pulvules
9465,Loracarbef
9466,Loratadine
9467,Loratadine Reditab
9468,Loratadine-D 12 Hour
9469,Loratadine-D 24 Hour
9470,Loratadine / pseudoephedrine
9471,Lorazepam
9472,Lorazepam Intensol
9473,Lorbrena
9474,Lorcaserin
9475,Lorcet
9476,Lorcet 10 / 650
9477,Lorcet HD
9478,Lorcet Plus
9479,Loreev XR
9480,Lorlatinib
9481,LorMate
9482,Loroxide
9483,Lortab
9484,Lortuss DM
9485,Lortuss EX
9486,Lortuss HC
9487,Lortuss LQ
9488,Loryna
9489,Lorzone
9490,Losartan
9491,LoSeasonique
9492,Losospan
9493,Losospan Plus
9494,Lotemax
9495,Lotemax SM
9496,Lotensin
9497,Lotensin HCT
9498,Loteprednol ophthalmic
9499,Loteprednol / tobramycin ophthalmic
9500,Lotrel
9501,Lotrimin AF Athlete's Foot Cream
9502,Lotrimin AF Athlete's Foot Powder
9503,Lotrimin AF Athlete's Foot Powder Spray
9504,Lotrimin AF Athlete's Foot Spray
9505,Lotrimin AF Deodorant Powder Spray
9506,Lotrimin AF For Her Athlete's Foot Cream
9507,Lotrimin AF Jock Itch Cream
9508,Lotrimin AF Jock Itch Powder Spray
9509,Lotrimin AF Ringworm Cream
9510,Lotrimin Ultra Athlete's Foot Cream
9511,Lotrimin Ultra Jock Itch Cream
9512,Lotrisone
9513,Lotronex
9514,Lotussin
9515,Lotussin DM
9516,Loutrex
9517,Lovastatin
9518,Lovastatin / niacin
9519,Lovaza
9520,Lovenox
9521,Lovenox HP
9522,Loving Lather II
9523,Loving Lotion
9524,Low Dose ASA
9525,Low-Ogestrel-28
9526,Lowila
9527,Lowsium
9528,Lowsium Plus
9529,Loxapine
9530,Loxitane
9531,Loxitane C
9532,Loxitane IM
9533,Lozi-Flur
9534,Lozol
9535,LTA II Kit
9536,LTA Pediatric Kit
9537,LTA Preattached 360 Kit
9538,Lubiprostone
9539,Luborant
9540,Lubrex
9541,Lubri-Gel
9542,Lubri-Soft
9543,Lubricant Eye Drops
9544,Lubricant Eye Ointment
9545,Lubricating Jelly
9546,Lubricating Lotion
9547,Lubriderm
9548,Lubriderm Daily Moisturizer
9549,Lubriderm Lotion
9550,Lubrifair
9551,Lubrifresh PM
9552,Lucemyra
9553,Lucentis
9554,Lucidex
9555,Lucinactant
9556,Luden's Honey Lemon Throat Drops
9557,Luden's Honey Licorice Throat Drops
9558,Luden's Original Menthol Throat Drops
9559,Ludent
9560,Ludiomil
9561,Lufyllin-GG
9562,Lugol's
9563,Luliconazole topical
9564,Lumakras
9565,LumaSilk
9566,Lumasiran
9567,Lumason
9568,Lumateperone
9569,Lumify
9570,Lumigan
9571,Luminal
9572,Lumitene
9573,Lumizyme
9574,Lumoxiti
9575,Lunelle
9576,Lunesta
9577,Lupaneta Pack
9578,Lupkynis
9579,Lupron
9580,Lupron Depot
9581,Lupron Depot-Gyn
9582,Lupron Depot-PED
9583,Lurasidone
9584,Lurbinectedin
9585,Luride
9586,Luride-SF
9587,Lusair
9588,Lusedra
9589,Lusonal
9590,Lusonex
9591,LuSonex Plus
9592,Luspatercept
9593,Lustra
9594,Lustra-AF
9595,Lustra-Ultra
9596,Lusutrombopag
9597,Lutathera
9598,Lutera
9599,Lutetium lu 177 dotatate
9600,Lutropin alfa
9601,Luveris
9602,Luvox
9603,Luvox CR
9604,Luxiq
9605,Luxturna
9606,Luzu
9607,Lvp solution
9608,Lybalvi
9609,Lybrel
9610,Lyclear
9611,Lydexa
9612,Lydia E. Pinkham
9613,Lydia Pinkham
9614,Lyleq
9615,Lyllana
9616,LymePak
9617,Lymphazurin
9618,"Lymphocyte immune globulin, anti-thy (equine)"
9619,Lymphoseek
9620,Lymphoseek Diluent
9621,Lynparza
9622,Lyphocin
9623,Lypholyte
9624,Lypholyte II
9625,Lyrica
9626,Lyrica CR
9627,Lysine
9628,Lysiplex
9629,Lysiplex Plus
9630,Lysodren
9631,Lysteda
9632,Lyumjev
9633,Lyvispah
9634,Lyza
9635,M O S
9636,M-Caps
9637,M-Clear
9638,M-Clear WC
9639,M-END
9640,M-End DM
9641,M-End DMX
9642,M-End Max D
9643,M-End PE
9644,M-End WC
9645,M-Eslon
9646,M-Hist DM
9647,M-Hist PD
9648,M-Hist TD
9649,M-M-R II
9650,M-Natal Plus
9651,M-Oxy
9652,M-Pap
9653,M-Phen
9654,M-Prednisolone
9655,M-Vit
9656,M-Zole 3
9657,M-Zole Dual Pack
9658,MAA
9659,Maalox
9660,Maalox Advanced Maximum Strength
9661,Maalox Advanced Maximum Strength Chewable
9662,Maalox Advanced Regular Strength
9663,Maalox Anti-Gas
9664,Maalox Anti-Gas Extra Strength
9665,Maalox Children's Relief
9666,Maalox Daily Fiber Therapy
9667,Maalox HRF
9668,Maalox Junior Relief Chewable
9669,Maalox Max Quick Dissolve
9670,Maalox Quick Dissolve Extra Strength
9671,Maalox Regular Strength
9672,Maalox TC
9673,Maalox Total Relief
9674,MaC Patch
9675,Macimorelin
9676,Macitentan
9677,Macnatal CN with DHA
9678,Macrilen
9679,Macrobid
9680,Macrodantin
9681,Macrodex
9682,Macugen
9683,Macular Health
9684,Macular Health Formula
9685,Macular Vitamin Benefit
9686,Mafenide topical
9687,Mag 64
9688,Mag-200
9689,Mag-al Plus
9690,Mag-Caps
9691,Mag-Carb
9692,Mag-G
9693,Mag-Ox
9694,Mag-Ox 400
9695,Mag-Oxide
9696,Mag-SR
9697,Mag-SR with Calcium
9698,Mag-Tab SR
9699,Magaant
9700,Magaldrate
9701,Magaldrate Plus Suspension
9702,Magaldrate / simethicone
9703,Magan
9704,MagDelay
9705,MagGel
9706,Magic Bullet
9707,Maginex
9708,Maginex DS
9709,MagMin
9710,Magna-C-7 Forte
9711,Magnacet
9712,MagneBind 200
9713,MagneBind 300
9714,MagneBind 400 Rx
9715,Magnesiocard
9716,Magnesium amino acids chelate
9717,Magnesium aspartate
9718,Magnesium carbonate
9719,Magnesium chloride
9720,Magnesium citrate
9721,Magnesium gluconate
9722,Magnesium hydroxide
9723,Magnesium lactate
9724,Magnesium oxide
9725,Magnesium salicylate
9726,Magnesium sulfate
9727,Magnesium sulfate / potassium chloride / sodium sulfate
9728,Magnesium sulfate / potassium sulfate / sodium sulfate
9729,Magnevist
9730,Magonate
9731,Magonate Natal
9732,Magonate Tablets
9733,Magtrate
9734,Maintain
9735,Major Tears
9736,Major-Con
9737,Major-gesic
9738,Majorcon
9739,Makena
9740,Malarone
9741,Malarone Pediatric
9742,Malathion topical
9743,Maldec
9744,Maldec-DM
9745,Maldemar
9746,Maldroxal
9747,Maldroxal Plus
9748,Male Formula
9749,Mallinckrodt Gallium (67Ga) Citrate
9750,Malmorede
9751,Mammol
9752,Mandanol
9753,Mandanol 6+
9754,Mandanol Infant
9755,Mandelamine
9756,Mandol
9757,Mannitol
9758,Maoson
9759,Mapap
9760,Mapap Arthritis Pain
9761,Mapap Children's
9762,Mapap Cold Formula
9763,Mapap Cough & Sinus Formula
9764,Mapap Extra Strength Rapid Burst
9765,Mapap Infant Drops
9766,Mapap Meltaway
9767,Mapap PM
9768,Mapap Rapid Release Gelcaps
9769,Mapap Rapid Tabs
9770,Mapap Sinus Congestion and Pain
9771,Maprotiline
9772,Mar-cof BP
9773,Mar-cof CG
9774,Mar-Zinc
9775,Maralixibat
9776,Maraviroc
9777,Marblen
9778,Marcaine
9779,Marcaine HCl
9780,Marcaine HCl with Epinephrine
9781,Marcaine Spinal
9782,Mardrops-DX
9783,Mardrops-EX
9784,Marezine
9785,Margenza
9786,Margesic
9787,Margesic H
9788,Margetuximab
9789,Marine Lipid Concentrate
9790,Marinol
9791,Marlissa
9792,Marnatal-F
9793,Marnatal-F Plus
9794,Marplan
9795,Marpres
9796,Marqibo
9797,Marten-Tab
9798,Marthritic
9799,Martinic
9800,Masanti
9801,Masanti DS
9802,Masanti Supreme
9803,Masophen
9804,Masporin Otic
9805,Masse
9806,Massengill Douche
9807,Massengill Medicated Douche
9808,Massengill Medicated Soft Cloth
9809,Mastussin
9810,Mastussin DM
9811,Mastussin PE
9812,Materna
9813,Maternal 90
9814,Maternity
9815,Maternity plus Beta Carotene
9816,Maternity Vitamin Low Iron
9817,Maternity-90
9818,Matulane
9819,Matzim LA
9820,Mavenclad
9821,Mavik
9822,Mavyret
9823,Max HC
9824,Max-Freeze
9825,Maxair
9826,Maxair Autohaler
9827,Maxalt
9828,Maxalt-MLT
9829,Maxaquin
9830,Maxaron Forte
9831,Maxcosin LA
9832,MaxEPA
9833,MaxFe
9834,MaxFE Drops
9835,Maxi-Tuss DM
9836,Maxi-Tuss HC
9837,Maxi-Tuss HCG
9838,Maxi-Tuss HCX
9839,Maxi-Tuss SA
9840,Maxibar
9841,Maxichlor PEH
9842,Maxichlor PEH DM
9843,Maxichlor PSE DM
9844,Maxidex
9845,Maxidone
9846,Maxifed
9847,Maxifed CD
9848,Maxifed CDX
9849,Maxifed DM
9850,Maxifed DMX
9851,Maxifed-G
9852,Maxifed-G CD
9853,Maxifed-G CDX
9854,Maxiflor
9855,Maxiflu DM
9856,Maxilube
9857,Maximum D3
9858,Maximum Red Krill
9859,Maximum Strength Phazyme 125 Softgels
9860,Maximum Strength Stress
9861,Maximum Strength Wart Remover
9862,Maxinate
9863,Maxiphen
9864,Maxiphen ADT
9865,Maxiphen DM
9866,Maxiphen-G DM
9867,Maxipime
9868,MaxiTears Dry Eye Formula
9869,Maxitrol
9870,Maxivate
9871,MaxiVision Eye & Body Formula
9872,MaxiVision Eye Formula
9873,MaxiVision Ocular Formula
9874,MaxiVision Omega-3 Formula
9875,MaxiVision Whole Body Formula
9876,Maxolon
9877,Maxzide
9878,Maxzide-25
9879,Mayzent
9880,MB-TAB
9881,MCR18
9882,MCT
9883,MD Hydrocortisone
9884,MD-76
9885,MD-76 R
9886,MD-Gastroview
9887,MDP-25
9888,Me-500
9889,Me-PB-Hyos
9890,Measles virus vaccine
9891,Measles virus vaccine / mumps virus vaccine / rubella virus vaccine
9892,Measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
9893,Mebaral
9894,Mebendazole
9895,Mebolex
9896,Mebolic
9897,Mebrofenin
9898,Mecamylamine
9899,Mecasermin
9900,Mecasermin rinfabate
9901,Mechlorethamine
9902,Mechlorethamine topical
9903,Meclicot
9904,Meclizine
9905,Meclofenamate
9906,Meclomen
9907,Mectalyte
9908,Med-Jec-40
9909,Med-RX
9910,Med-RX DM
9911,Medasulf
9912,Medcodin
9913,Medebar Plus
9914,Medebar Super 250
9915,Medent
9916,Medent C
9917,Medent DM
9918,Medent-DMI
9919,Medent-LDI
9920,Medent-PE
9921,Medent-PEI
9922,Mederek
9923,Mederma
9924,Mederma for Kids
9925,Medex-LA
9926,Medi-Derm Rx
9927,Medi-Laxx
9928,Medi-Lyte
9929,Medi-Pad
9930,Medi-Paste
9931,Medi-Quik
9932,Medi-Quik Spray
9933,Medi-Seltzer
9934,Medi-Sleep
9935,Medi-Tabs
9936,Medicated Chest Rub
9937,Medicated Foot
9938,Medicidin-D
9939,Medicine Shoppe Natural Cold Sore Cream
9940,Medicine Shoppe Quick Dissolve Strawberries & Cream
9941,Medicoal
9942,Medicone
9943,Medicone Hemorrhoidal
9944,Medicort
9945,Medidex
9946,Medidex LA
9947,Medidiol 10
9948,Medigesic
9949,Medihaler-Epi
9950,Medihaler-Iso
9951,Medikoff Drops
9952,Medikoff Sugar-Free Drops
9953,Medinol Over 6
9954,Medinol Paediatric
9955,Medinol Under 6
9956,Mediplast
9957,Mediplex Ultra
9958,Medipred
9959,Medique Medi-Seltzer
9960,Medique Pain-Off
9961,Meditest
9962,Medium chain triglycerides
9963,Medivert
9964,Medolor Pak
9965,Medotar
9966,Medpura Hand Sanitizer
9967,Medralone
9968,Medralone 40
9969,Medralone 80
9970,Medrol
9971,Medrol Dosepak
9972,Medronic acid
9973,Medrox
9974,Medrox-Rx
9975,Medroxyprogesterone
9976,Medrysone ophthalmic
9977,Medtuss HD
9978,Mefenamic acid
9979,Mefloquine
9980,Mefoxin
9981,Mega B
9982,Mega-C-Acid Plus
9983,Mega-Trim
9984,Megace
9985,Megace ES
9986,MegaKrill
9987,Megavite Rx
9988,Megestrol
9989,Meggezones
9990,Megrix
9991,Mekinist
9992,Mektovi
9993,Melamin
9994,Melamin-C
9995,Melamisa
9996,Melamix
9997,Melanex
9998,Melanol
9999,Melfiat
10000,Mellaril
10001,Mellaril-S
10002,Melodetta 24 Fe
10003,Meloxicam
10004,Melpaque HP
10005,Melphalan
10006,Melphalan flufenamide
10007,Melquin
10008,Melquin HP
10009,Melquin-3
10010,Memantine
10011,MembraneBlue
10012,Men-phor
10013,Men's Hair Formula
10014,Menactra
10015,Menadol
10016,Menaval-20
10017,Menest
10018,MenHibrix
10019,Meni-D
10020,Meningococcal conjugate vaccine
10021,Meningococcal group B vaccine
10022,Meningococcal polysaccharide vaccine
10023,Menogen
10024,Menogen HS
10025,Menomune A / C / Y / W-135
10026,Menopause Formula Progesterone
10027,Menopause Relief with Lifenol
10028,Menopur
10029,Menorest
10030,Menorest Patch
10031,Menostar
10032,Menotropins
10033,MenQuadfi
10034,Mens Pack
10035,Menstrual Complete
10036,Menstrual Pain Relief
10037,Menstrual PMS
10038,Menstrual Relief
10039,Menstrual Relief Extra Strength
10040,Menstrual Relief Maximum Strength
10041,Menstrual Relief Multi-Symptom
10042,Mentadent Advanced Breath Freshening
10043,Mentax
10044,Menthac Arthritis Cream with Capsaicin
10045,Menthocin Patch with Lidocaine
10046,Menthoderm
10047,Menthol C
10048,Menthol topical
10049,Menthol / methyl salicylate topical
10050,Menthol / zinc oxide topical
10051,Mentholatum Deep Heating
10052,Mentholatum Ointment
10053,Mentholatum Pain Gel
10054,Mentholatum Pain Patch
10055,Menveo
10056,Mepergan
10057,Mepergan Fortis
10058,Meperidine
10059,Meperidine / promethazine
10060,Meperitab
10061,Mephobarbital
10062,Mephyton
10063,Mepivacaine
10064,Mepolizumab
10065,Meprobamate
10066,Mepron
10067,Meprozine
10068,Mepsevii
10069,Mequinol / tretinoin topical
10070,Mercaptopurine
10071,Mercuroclear
10072,Meridia
10073,Meropenem
10074,Meropenem / vaborbactam
10075,Merrem
10076,Merrem Novaplus
10077,Merthiolate
10078,Meruvax II
10079,Merzee
10080,Mesalamine
10081,Mesasal Enteric Coated
10082,Mesehist DM
10083,Mesehist WC
10084,Mesna
10085,Mesnex
10086,Mesoridazine
10087,Mestinon
10088,Mestinon Timespan
10089,Mestranol / norethindrone
10090,Meta Trace FDG
10091,Metadate CD
10092,Metadate ER
10093,Metafolbic
10094,Metafolbic Plus
10095,Metafolbic Plus RF
10096,Metaglip
10097,Metahydrin
10098,Metamucil
10099,Metamucil Berry Burst Smooth Texture Sugar Free
10100,Metamucil MultiHealth Fiber
10101,Metamucil MultiHealth Fiber Sugar-free
10102,Metamucil Orange Coarse Milled Original Texture
10103,Metamucil Orange Smooth Texture
10104,Metamucil Orange Smooth Texture Sugar Free
10105,Metamucil Original Texture Regular
10106,Metamucil Pink Lemonade Smooth Texture Sugar-Free
10107,Metamucil Smooth Texture
10108,Metamucil Unflavored Coarse Milled Original Texture
10109,Metamucil Unflavored Smooth Texture Sugar Free
10110,Metanx
10111,Metaprel
10112,Metaproterenol
10113,Metastron
10114,Metatensin 2
10115,Metatensin 4
10116,Metaxall
10117,Metaxalone
10118,Meted
10119,Metformin
10120,Metformin / pioglitazone
10121,Metformin / repaglinide
10122,Metformin / rosiglitazone
10123,Metformin / saxagliptin
10124,Metformin / sitagliptin
10125,Methacholine
10126,Methacort 40
10127,Methacort 80
10128,Methadex
10129,Methadone
10130,Methadone Diskets
10131,Methadose
10132,Methadose Sugar-Free
10133,Methamphetamine
10134,Methaver
10135,Methazel
10136,Methazolamide
10137,Methenamine
10138,Methenamine / sodium salicylate
10139,Methergine
10140,Methicillin
10141,Methimazole
10142,Methionine
10143,Methitest
10144,Methocarbamol
10145,Methohexital
10146,Methotrexate
10147,Methotrexate LPF Sodium
10148,Methotrimeprazine
10149,Methoxsalen
10150,Methoxsalen topical
10151,Methscopolamine
10152,Methscopolamine / phenylephrine
10153,Methscopolamine / pseudoephedrine
10154,Methsuximide
10155,Methyclothiazide
10156,Methyclothiazide / reserpine
10157,Methyl aminolevulinate topical
10158,Methyl B-12
10159,Methyl salicylate topical
10160,Methylcellulose
10161,Methylcobalamin
10162,Methylcotol
10163,Methylcotolone
10164,Methyldopa
10165,Methylene blue
10166,Methylergonovine
10167,Methylin
10168,Methylin ER
10169,Methylnaltrexone
10170,Methylphen
10171,Methylphenidate
10172,Methylpred DP
10173,Methylprednisolone
10174,MethylPREDNISolone Dose Pack
10175,Methyltestosterone
10176,Methysergide maleate
10177,Meticorten
10178,Metimyd
10179,Metipranolol ophthalmic
10180,Metoclopramide
10181,Metolazone
10182,MeTopic
10183,Metopirone
10184,Metoprolol
10185,Metoprolol Succinate ER
10186,Metoprolol Tartrate
10187,Metozolv ODT
10188,Metreleptin
10189,Metro
10190,Metro IV
10191,MetroCream
10192,Metrodin
10193,MetroGel
10194,MetroGel-Vaginal
10195,MetroLotion
10196,Metronidazole
10197,Metronidazole topical
10198,Metryl
10199,Metvixia
10200,Metyrapone
10201,Metyrosine
10202,Mevacor
10203,Mexar
10204,Mexiletine
10205,Mexitil
10206,Mexsana
10207,Mezlin
10208,Mezlocillin
10209,MFA
10210,MG Plus Protein
10211,MG217 Medicated Tar
10212,MG217 Psoriasis
10213,Mi-Acid
10214,Mi-Acid Double Strength
10215,Mi-Acid Gas Relief
10216,Mi-Acid II
10217,Mi-C-T
10218,Mi-Omega
10219,Mi-Omega NF
10220,Miacalcin
10221,Miacalcin Nasal
10222,Miaderm Radiation Relief
10223,Mibefradil
10224,Mibelas 24 Fe
10225,Micaderm
10226,Micafungin
10227,Micanol
10228,Micardis
10229,Micardis HCT
10230,Micatin
10231,Micatin Cooling Action
10232,Micatin Foot Powder
10233,Micatin Foot Powder Deodorant
10234,Micatin Jock Itch
10235,Micatin Liquid Foot
10236,Micon 7
10237,Micon-80
10238,Miconazole
10239,Miconazole topical
10240,Miconazole / zinc oxide topical
10241,MiCort-HC
10242,MICRhoGAM
10243,MicRhoGAM Ultra-Filtered Plus
10244,Micro-Guard
10245,Micro-K
10246,Micro-K 10
10247,Micro-Zn
10248,Microgestin 1.5 / 30
10249,Microgestin 1 / 20
10250,Microgestin 24 Fe
10251,Microgestin Fe 1.5 / 30
10252,Microgestin Fe 1 / 20
10253,Microlipid
10254,Micronase
10255,Micronefrin
10256,Microzide
10257,Mid West Products Numol Paracetamol
10258,Midamor
10259,Midazolam
10260,Midchlor
10261,Midodrine
10262,Midol
10263,Midol Complete
10264,Midol Extended Relief
10265,Midol IB
10266,Midol Long Lasting Relief
10267,Midol Maximum Strength Cramp Formula
10268,Midol PM
10269,Midol PMS Maximum Strength
10270,Midol Teen
10271,Midol Traditional
10272,Midostaurin
10273,Midrin
10274,Mifeprex
10275,Mifepristone
10276,Migalastat
10277,Migergot
10278,Miglitol
10279,Miglustat
10280,Migquin
10281,Migragesic IDA
10282,Migraine Formula
10283,Migraine Relief
10284,Migralam
10285,Migralex
10286,Migranal
10287,Migrapap
10288,MigraTen
10289,Migratine
10290,Migrazone
10291,Migrex
10292,Migrin-A
10293,Migryl
10294,Milantex
10295,Milantex Maximum Strength
10296,Miles Nervine
10297,Mili
10298,Milk of Magnesia
10299,Milk thistle
10300,Milkinol
10301,Millipred
10302,Millipred DP
10303,Milnacipran
10304,Milophene
10305,Milprosa
10306,Milrinone
10307,Miltefosine
10308,Miltown
10309,Mimvey
10310,Mimvey Lo
10311,MimyX
10312,Min-Ovral 21
10313,Min-Ovral 28
10314,Minastrin 24 Fe
10315,Mindal DM
10316,Mineral Freez Gel
10317,Mineral Ice
10318,Mineral oil
10319,Mini-Gamulin Rh
10320,Minidyne
10321,Minipress
10322,Miniprin
10323,Minirin
10324,Minit Rub
10325,Minitabs
10326,Minitran
10327,Minivelle
10328,Minizide
10329,Minocin
10330,Minocin for Injection
10331,Minocycline
10332,Minocycline topical
